"Source","Target","Type","Weight","Source_CpG_Gene","Target_CpG_Gene"
"cg19690879","cg24993990","CpG-CpG",2.57877663435992,"TM2D3","CSRNP3"
"cg04468081","cg08826152","CpG-CpG",2.57788151156017,"MCF2L2","ADORA2B"
"cg00999904","cg23460943","CpG-CpG",2.57786909810086,"ALLC","SCARB1"
"cg08370787","cg11523221","CpG-CpG",2.57763327461121,"ADRB2","BACH2"
"cg18693822","cg08370787","CpG-CpG",2.57760077159893,"VOPP1","ADRB2"
"cg19462022","cg18069268","CpG-CpG",2.57721970643672,"RASA3","NUAK1"
"cg21078322","cg16819392","CpG-CpG",2.57717813746563,"SGK1","ARMC3"
"cg24873410","cg12567635","CpG-CpG",2.57640363339182,"RPS6KA2","SYNJ2"
"cg10729426","cg22400166","CpG-CpG",2.57557863955483,"ZNF549","C14orf23"
"cg27287823","cg16518165","CpG-CpG",2.57493277155582,"CUGBP2","ODZ2"
"cg24587400","cg18693822","CpG-CpG",2.57447427589179,"BIN1","VOPP1"
"cg26681770","cg09549949","CpG-CpG",2.57414477378663,"PMEPA1","HDAC4"
"cg27302645","cg07172755","CpG-CpG",2.57261694708282,"MAPKBP1","MYST4"
"cg04468081","cg08583277","CpG-CpG",2.57227785330517,"MCF2L2","ANKRD11"
"cg09929879","cg02632490","CpG-CpG",2.57202366948225,"DIP2C","MIR346"
"cg21049501","cg10900313","CpG-CpG",2.57178294878778,"SOX9","SH3D19"
"cg05183646","cg21583016","CpG-CpG",2.57102653074055,"SGK1","CAMTA1"
"cg00305774","cg15441535","CpG-CpG",2.5705542618727,"TMEM88B","CNDP1"
"cg09231673","cg12186771","CpG-CpG",2.57000290079728,"DEPDC7","MTMR7"
"cg13676902","cg10610648","CpG-CpG",2.56930876109698,"ZMIZ1","FBXO18"
"cg04020590","cg05339633","CpG-CpG",2.56874505599262,"GRTP1","MAP6D1"
"cg23090824","cg03472898","CpG-CpG",2.56796428281956,"PDE7B","C14orf23"
"cg21049501","cg16518165","CpG-CpG",2.56789206271471,"SOX9","ODZ2"
"cg26681770","cg25037165","CpG-CpG",2.56751354825431,"PMEPA1","TEAD1"
"cg14105458","cg15039797","CpG-CpG",2.56715979172603,"ABCA2","HIPK2"
"cg27107893","cg10378325","CpG-CpG",2.56618467173553,"NR3C1","CLCA2"
"cg05058069","cg15773893","CpG-CpG",2.56586630170031,"BANP","DOCK10"
"cg02632490","cg04155024","CpG-CpG",2.56555355882465,"MIR346","PIGA"
"cg13411923","cg06294954","CpG-CpG",2.56497617700657,"WDR66","CUX1"
"cg00701918","cg25874782","CpG-CpG",2.56464464041692,"RPTOR","NSMAF"
"cg27287823","cg03070236","CpG-CpG",2.56354462942862,"CUGBP2","ADCY9"
"cg26738530","cg25282951","CpG-CpG",2.56333281888908,"THSD4","KIAA1026"
"cg21330896","cg09228833","CpG-CpG",2.56260972492353,"ZNF395","ZNF217"
"cg25037165","cg13036352","CpG-CpG",2.56136280418742,"TEAD1","KIAA1949"
"cg24301250","cg12620935","CpG-CpG",2.56133928862705,"KIRREL3","ARL15"
"cg04426802","cg06287775","CpG-CpG",2.56097137514533,"FAM53B","FOXK1"
"cg10876863","cg13676902","CpG-CpG",2.55932225737816,"TFB1M","ZMIZ1"
"cg22193385","cg19389468","CpG-CpG",2.55926334160724,"KRT7","HMG20A"
"cg07645529","cg25841625","CpG-CpG",2.5590815404271,"TMTC4","SCARB2"
"cg07026882","cg17424433","CpG-CpG",2.55868255497924,"ATP11A","CLCA2"
"cg20059012","cg27535690","CpG-CpG",2.5583967080714,"RARG","SCHIP1"
"cg04468081","cg09231673","CpG-CpG",2.55711146548953,"MCF2L2","DEPDC7"
"cg27383562","cg12546981","CpG-CpG",2.55671341387385,"TFB1M","TAAR6"
"cg07645529","cg24088496","CpG-CpG",2.55671243327893,"TMTC4","MAML2"
"cg20059012","cg03406844","CpG-CpG",2.55555625911138,"RARG","TNFAIP6"
"cg18712199","cg10378325","CpG-CpG",2.55530238121741,"C14orf23","CLCA2"
"cg27512176","cg10351284","CpG-CpG",2.55509949922697,"COL11A2","MTSS1"
"cg26607103","cg22549545","CpG-CpG",2.5539105010189,"ANK3","RPS6KA2"
"cg10351284","cg17424433","CpG-CpG",2.55305603643527,"MTSS1","CLCA2"
"cg24004665","cg19027424","CpG-CpG",2.55273746011091,"SGMS1","SH3PXD2B"
"cg10749994","cg24682512","CpG-CpG",2.55190321634918,"DNMT3A","GRM3"
"cg00269140","cg06728055","CpG-CpG",2.55024867077061,"GRM3","WWTR1"
"cg10378325","cg08110693","CpG-CpG",2.54948635182587,"CLCA2","PXT1"
"cg21002223","cg16001422","CpG-CpG",2.54887432880622,"MFHAS1","PLEC1"
"cg01931994","cg04545636","CpG-CpG",2.54861641639236,"FAM5B","CUGBP2"
"cg10749994","cg20059012","CpG-CpG",2.54813837318552,"DNMT3A","RARG"
"cg20477160","cg19462022","CpG-CpG",2.54792519443975,"SH3BP4","RASA3"
"cg12567635","cg08370787","CpG-CpG",2.547229918361,"SYNJ2","ADRB2"
"cg13770573","cg08370787","CpG-CpG",2.54683720215983,"AGAP1","ADRB2"
"cg11724557","cg22549545","CpG-CpG",2.54647605685953,"C14orf80","RPS6KA2"
"cg26681770","cg02067585","CpG-CpG",2.54548884666589,"PMEPA1","ATP11A"
"cg00305774","cg08903077","CpG-CpG",2.54407142783583,"TMEM88B","ZZEF1"
"cg05339633","cg26244646","CpG-CpG",2.54404632857993,"MAP6D1","BCAS3"
"cg09559196","cg08199056","CpG-CpG",2.54373213855755,"TIGD6","PAX6"
"cg19462022","cg24003508","CpG-CpG",2.54349606602007,"RASA3","KLF6"
"cg07660750","cg18722124","CpG-CpG",2.543314508032,"PAX6","ZNF536"
"cg12308391","cg18180230","CpG-CpG",2.5431537269793,"NCAM1","SFRS2B"
"cg03805182","cg25365990","CpG-CpG",2.54161504054987,"ZFHX3","LDB3"
"cg20532937","cg08370787","CpG-CpG",2.54105831650833,"FRMD4A","ADRB2"
"cg24873410","cg08304084","CpG-CpG",2.54079615298358,"RPS6KA2","SALL1"
"cg24088496","cg06728055","CpG-CpG",2.54063883766087,"MAML2","WWTR1"
"cg08931917","cg15773893","CpG-CpG",2.54055639324447,"GRIN2B","DOCK10"
"cg07249433","cg08370787","CpG-CpG",2.53997192601259,"INPP5A","ADRB2"
"cg13939297","cg15668468","CpG-CpG",2.53994544845622,"HCFC2","VAX1"
"cg04102296","cg06059360","CpG-CpG",2.53982893206932,"NCAM1","NKTR"
"cg20059012","cg04722610","CpG-CpG",2.53948795705522,"RARG","ANKRD36BL1"
"cg08199056","cg16937168","CpG-CpG",2.53948557650452,"PAX6","SNED1"
"cg24567464","cg07249433","CpG-CpG",2.53934864243952,"DBNDD2","INPP5A"
"cg01931994","cg11257935","CpG-CpG",2.53896138392307,"FAM5B","CNOT8"
"cg16897216","cg07558734","CpG-CpG",2.53889715048355,"HSD11B1","C15orf21"
"cg20603543","cg27107893","CpG-CpG",2.53886537971483,"TFB1M","NR3C1"
"cg10900313","cg03070236","CpG-CpG",2.53879242539866,"SH3D19","ADCY9"
"cg08826152","cg21902966","CpG-CpG",2.53743302514437,"ADORA2B","SATB1"
"cg26344024","cg05058069","CpG-CpG",2.53730050897672,"FOXP1","BANP"
"cg11464571","cg08826152","CpG-CpG",2.53591024524099,"GNAI1","ADORA2B"
"cg00701918","cg25527882","CpG-CpG",2.53555916626081,"RPTOR","TFEB"
"cg02067585","cg23815312","CpG-CpG",2.53531824262594,"ATP11A","ARHGAP22"
"cg21049501","cg13831540","CpG-CpG",2.53480676164415,"SOX9","MESTIT1"
"cg04545636","cg24803059","CpG-CpG",2.53474153941524,"CUGBP2","HCCA2"
"cg22193385","cg05099464","CpG-CpG",2.53448504637038,"KRT7","ARHGEF12"
"cg25037165","cg08543244","CpG-CpG",2.53391510783781,"TEAD1","C7orf31"
"cg20981848","cg05099464","CpG-CpG",2.53334542275274,"BTBD3","ARHGEF12"
"cg05598246","cg25037165","CpG-CpG",2.53288542058639,"MOG","TEAD1"
"cg21583016","cg17424433","CpG-CpG",2.53166687420547,"CAMTA1","CLCA2"
"cg23978242","cg01198184","CpG-CpG",2.53156640011958,"DIP2C","CDC42BPB"
"cg09231673","cg18961064","CpG-CpG",2.53115816475201,"DEPDC7","CARKD"
"cg22502450","cg21330896","CpG-CpG",2.53029858233945,"H1FOO","ZNF395"
"cg21078322","cg27107893","CpG-CpG",2.5300704147726,"SGK1","NR3C1"
"cg19389468","cg22549545","CpG-CpG",2.52761230843235,"HMG20A","RPS6KA2"
"cg05183646","cg08170837","CpG-CpG",2.52703646933768,"SGK1","RYBP"
"cg21049501","cg01198184","CpG-CpG",2.52693712883432,"SOX9","CDC42BPB"
"cg00765686","cg12186771","CpG-CpG",2.52633826130614,"NHS","MTMR7"
"cg22502450","cg13770573","CpG-CpG",2.52594507441319,"H1FOO","AGAP1"
"cg24587400","cg22549545","CpG-CpG",2.52544596777766,"BIN1","RPS6KA2"
"cg22476027","cg20532937","CpG-CpG",2.52503096008803,"NR2E1","FRMD4A"
"cg27287823","cg26116551","CpG-CpG",2.5247286402413,"CUGBP2","ZNF536"
"cg04426802","cg03743981","CpG-CpG",2.52453522687533,"FAM53B","C19orf47"
"cg09929879","cg09231673","CpG-CpG",2.52417900284525,"DIP2C","DEPDC7"
"cg12546981","cg24993990","CpG-CpG",2.52301059338164,"TAAR6","CSRNP3"
"cg19758859","cg19690879","CpG-CpG",2.5229613721838,"SASH1","TM2D3"
"cg21598067","cg01931994","CpG-CpG",2.52202880631235,"PSD3","FAM5B"
"cg10749994","cg13075279","CpG-CpG",2.52194814020631,"DNMT3A","SCARB1"
"cg22193385","cg26366091","CpG-CpG",2.51936071646188,"KRT7","CHI3L2"
"cg27107893","cg18961064","CpG-CpG",2.51659392522769,"NR3C1","CARKD"
"cg07660750","cg25282951","CpG-CpG",2.51656681563719,"PAX6","KIAA1026"
"cg07558734","cg03070236","CpG-CpG",2.51651315809492,"C15orf21","ADCY9"
"cg21049501","cg14177914","CpG-CpG",2.51625370679102,"SOX9","C1orf61"
"cg20059012","cg13411923","CpG-CpG",2.51512563467559,"RARG","WDR66"
"cg24824686","cg09101894","CpG-CpG",2.51494427484118,"PTPRE","PIK3R1"
"cg13711238","cg23815312","CpG-CpG",2.51450450938228,"FAM110B","ARHGAP22"
"cg11672338","cg15039797","CpG-CpG",2.51436834842567,"DIP2C","HIPK2"
"cg27111053","cg11918049","CpG-CpG",2.51396727407077,"CADPS","MAP4K4"
"cg08614334","cg24803059","CpG-CpG",2.51365399064676,"ACCN4","HCCA2"
"cg00497472","cg27512176","CpG-CpG",2.51352657110785,"GAK","COL11A2"
"cg20059012","cg11523221","CpG-CpG",2.51290283273873,"RARG","BACH2"
"cg26681770","cg23090824","CpG-CpG",2.51219591047555,"PMEPA1","PDE7B"
"cg10729426","cg09559196","CpG-CpG",2.51197897985405,"ZNF549","TIGD6"
"cg07660750","cg06063519","CpG-CpG",2.51188127315711,"PAX6","IGF1R"
"cg13711238","cg19549898","CpG-CpG",2.51162914309471,"FAM110B","PLEKHH1"
"cg10876863","cg12546981","CpG-CpG",2.51158038778262,"TFB1M","TAAR6"
"cg12813797","cg14501977","CpG-CpG",2.51048298529688,"TAAR6","CCDC92"
"cg19758859","cg16929139","CpG-CpG",2.50840505630799,"SASH1","RNF125"
"cg15773893","cg06728055","CpG-CpG",2.50812484660506,"DOCK10","WWTR1"
"cg12546981","cg13794318","CpG-CpG",2.50797488734348,"TAAR6","FAM108B1"
"cg24102700","cg11257935","CpG-CpG",2.50711019446906,"C17orf85","CNOT8"
"cg03621841","cg03743981","CpG-CpG",2.5069273129554,"ZNF423","C19orf47"
"cg14794936","cg26116551","CpG-CpG",2.50643745448316,"LDB3","ZNF536"
"cg12813797","cg27107893","CpG-CpG",2.50521183147396,"TAAR6","NR3C1"
"cg04849985","cg26607103","CpG-CpG",2.50506248093948,"GNG12","ANK3"
"cg24587400","cg23978242","CpG-CpG",2.50416819244849,"BIN1","DIP2C"
"cg08826152","cg20532937","CpG-CpG",2.50406230486641,"ADORA2B","FRMD4A"
"cg19389468","cg20819482","CpG-CpG",2.50356024530805,"HMG20A","TNKS"
"cg21078322","cg07660750","CpG-CpG",2.50349454768204,"SGK1","PAX6"
"cg27287823","cg00335361","CpG-CpG",2.50253619838206,"CUGBP2","GPR52"
"cg11946963","cg24803059","CpG-CpG",2.50220295991908,"NCAM1","HCCA2"
"cg11672338","cg20981848","CpG-CpG",2.50172495712602,"DIP2C","BTBD3"
"cg11257935","cg20532937","CpG-CpG",2.5015640353834,"CNOT8","FRMD4A"
"cg13676902","cg08543244","CpG-CpG",2.500550154616,"ZMIZ1","C7orf31"
"cg24873410","cg26244646","CpG-CpG",2.50036650538135,"RPS6KA2","BCAS3"
"cg07249433","cg06059360","CpG-CpG",2.49957208548955,"INPP5A","NKTR"
"cg27287823","cg26147269","CpG-CpG",2.49942733658049,"CUGBP2","HDAC11"
"cg22502450","cg27111053","CpG-CpG",2.49802567798191,"H1FOO","CADPS"
"cg22234930","cg06728055","CpG-CpG",2.49658711059495,"PKM2","WWTR1"
"cg12472351","cg12567635","CpG-CpG",2.4962300608144,"COL11A2","SYNJ2"
"cg18180230","cg00637826","CpG-CpG",2.49618721401034,"SFRS2B","DUSP16"
"cg01784548","cg23978242","CpG-CpG",2.4960415795957,"RAC1","DIP2C"
"cg09929879","cg08903077","CpG-CpG",2.49566873416638,"DIP2C","ZZEF1"
"cg24993990","cg19961800","CpG-CpG",2.49558442600853,"CSRNP3","SYT16"
"cg00497472","cg06200397","CpG-CpG",2.49532532114632,"GAK","MICAL3"
"cg11672338","cg00765686","CpG-CpG",2.49516652161914,"DIP2C","NHS"
"cg17425584","cg19027424","CpG-CpG",2.4946988168946,"CADM1","SH3PXD2B"
"cg21049501","cg00497472","CpG-CpG",2.49414593970046,"SOX9","GAK"
"cg24873410","cg04155024","CpG-CpG",2.49331486108778,"RPS6KA2","PIGA"
"cg14294859","cg26681770","CpG-CpG",2.49292673392025,"SLC25A25","PMEPA1"
"cg09929879","cg17140299","CpG-CpG",2.49254709187016,"DIP2C","TXNL1"
"cg23866687","cg16937168","CpG-CpG",2.4923521128998,"MAML2","SNED1"
"cg09929879","cg23090824","CpG-CpG",2.48949796756007,"DIP2C","PDE7B"
"cg07172755","cg12546981","CpG-CpG",2.48868815167333,"MYST4","TAAR6"
"cg21049501","cg26147269","CpG-CpG",2.48858237464471,"SOX9","HDAC11"
"cg27287823","cg24567464","CpG-CpG",2.48851098052344,"CUGBP2","DBNDD2"
"cg11464571","cg12546981","CpG-CpG",2.48847642460942,"GNAI1","TAAR6"
"cg04849985","cg16937168","CpG-CpG",2.48775791723376,"GNG12","SNED1"
"cg13411923","cg27111053","CpG-CpG",2.48755514391055,"WDR66","CADPS"
"cg27287823","cg07558734","CpG-CpG",2.48667125863857,"CUGBP2","C15orf21"
"cg09217215","cg10645314","CpG-CpG",2.4848754444559,"PAX6","ALLC"
"cg12546981","cg26295272","CpG-CpG",2.48466033898122,"TAAR6","FLNB"
"cg07645529","cg04545636","CpG-CpG",2.48339556974941,"TMTC4","CUGBP2"
"cg18812058","cg06783058","CpG-CpG",2.48296294227471,"SAMD12","PYCRL"
"cg10335067","cg07891862","CpG-CpG",2.48213322811793,"WDR89","PTK2"
"cg20059012","cg25527882","CpG-CpG",2.48200324106685,"RARG","TFEB"
"cg24102700","cg03070236","CpG-CpG",2.48172617117108,"C17orf85","ADCY9"
"cg00999904","cg14794936","CpG-CpG",2.48100732261944,"ALLC","LDB3"
"cg11740348","cg11970797","CpG-CpG",2.4810065305035,"INPP5A","CRYL1"
"cg11082691","cg13831540","CpG-CpG",2.48072062227899,"TNFRSF19","MESTIT1"
"cg10645314","cg08571020","CpG-CpG",2.48039573630528,"ALLC","C10orf62"
"cg08370787","cg03940437","CpG-CpG",2.48002301084651,"ADRB2","CCDC21"
"cg21049501","cg14294859","CpG-CpG",2.47811486252218,"SOX9","SLC25A25"
"cg14289852","cg26116551","CpG-CpG",2.47799268861779,"PTPRN2","ZNF536"
"cg09231673","cg05598246","CpG-CpG",2.47713936146469,"DEPDC7","MOG"
"cg06063519","cg25037165","CpG-CpG",2.47605327935247,"IGF1R","TEAD1"
"cg16937168","cg19027424","CpG-CpG",2.47566568163911,"SNED1","SH3PXD2B"
"cg13921308","cg13794318","CpG-CpG",2.47557850572178,"PROX1","FAM108B1"
"cg08597682","cg08304084","CpG-CpG",2.47557138252555,"OPALIN","SALL1"
"cg24587400","cg22193385","CpG-CpG",2.47233818934362,"BIN1","KRT7"
"cg13711238","cg14656245","CpG-CpG",2.47191492188872,"FAM110B","MOG"
"cg26607103","cg08110693","CpG-CpG",2.47189761793835,"ANK3","PXT1"
"cg09217215","cg16001422","CpG-CpG",2.47104689638293,"PAX6","PLEC1"
"cg15874425","cg01931994","CpG-CpG",2.46971758530318,"RTN1","FAM5B"
"cg18180230","cg07249433","CpG-CpG",2.46911155544495,"SFRS2B","INPP5A"
"cg20477160","cg13075279","CpG-CpG",2.4690369534757,"SH3BP4","SCARB1"
"cg00305774","cg09228833","CpG-CpG",2.46895384242943,"TMEM88B","ZNF217"
"cg13711238","cg13508949","CpG-CpG",2.4682190056481,"FAM110B","KLHL2"
"cg10645314","cg07891862","CpG-CpG",2.46801178290259,"ALLC","PTK2"
"cg09101894","cg20532937","CpG-CpG",2.46785472402962,"PIK3R1","FRMD4A"
"cg05058069","cg05598246","CpG-CpG",2.46743195716928,"BANP","MOG"
"cg20532937","cg26116551","CpG-CpG",2.4661913690589,"FRMD4A","ZNF536"
"cg22950111","cg20532937","CpG-CpG",2.4661314721317,"SDCCAG8","FRMD4A"
"cg05099464","cg03940437","CpG-CpG",2.46579983968364,"ARHGEF12","CCDC21"
"cg12308391","cg13831540","CpG-CpG",2.46519484113115,"NCAM1","MESTIT1"
"cg06287775","cg13831540","CpG-CpG",2.46471967676994,"FOXK1","MESTIT1"
"cg04838832","cg10378325","CpG-CpG",2.46450578798851,"ADAMTS14","CLCA2"
"cg06754557","cg19027424","CpG-CpG",2.46440041548302,"STK39","SH3PXD2B"
"cg09228833","cg11918049","CpG-CpG",2.46414060131042,"ZNF217","MAP4K4"
"cg04849985","cg12567635","CpG-CpG",2.46413853924527,"GNG12","SYNJ2"
"cg23978242","cg04545636","CpG-CpG",2.46403923834528,"DIP2C","CUGBP2"
"cg16819392","cg07891862","CpG-CpG",2.46394893025657,"ARMC3","PTK2"
"cg23866687","cg03472898","CpG-CpG",2.46326526564267,"MAML2","C14orf23"
"cg09231673","cg04545636","CpG-CpG",2.46290602410015,"DEPDC7","CUGBP2"
"cg10351284","cg09559196","CpG-CpG",2.46272119438412,"MTSS1","TIGD6"
"cg00765686","cg10645314","CpG-CpG",2.46263953158175,"NHS","ALLC"
"cg05374809","cg19462022","CpG-CpG",2.46215177175885,"C14orf23","RASA3"
"cg04468081","cg15039797","CpG-CpG",2.46198693966991,"MCF2L2","HIPK2"
"cg24587400","cg13277939","CpG-CpG",2.4600521856215,"BIN1","CTAGE5"
"cg24301250","cg20502039","CpG-CpG",2.45983402048667,"KIRREL3","SLC25A13"
"cg09929879","cg19462022","CpG-CpG",2.45979855017761,"DIP2C","RASA3"
"cg07645529","cg24824686","CpG-CpG",2.45962102171586,"TMTC4","PTPRE"
"cg13676902","cg05099464","CpG-CpG",2.4595932556538,"ZMIZ1","ARHGEF12"
"cg02969422","cg02067585","CpG-CpG",2.45821348760732,"KIAA1244","ATP11A"
"cg11464571","cg12435059","CpG-CpG",2.45734866886752,"GNAI1","GOLGA4"
"cg03805182","cg27107893","CpG-CpG",2.45716691855214,"ZFHX3","NR3C1"
"cg19381811","cg27107893","CpG-CpG",2.45631889033494,"UBA7","NR3C1"
"cg24394819","cg10749994","CpG-CpG",2.45557946664517,"RPTOR","DNMT3A"
"cg09217215","cg01931994","CpG-CpG",2.45418201757502,"PAX6","FAM5B"
"cg13711238","cg17375177","CpG-CpG",2.45410733588284,"FAM110B","MOG"
"cg09217215","cg08304084","CpG-CpG",2.45346914822829,"PAX6","SALL1"
"cg04102296","cg13036352","CpG-CpG",2.45332607931784,"NCAM1","KIAA1949"
"cg09929879","cg20502039","CpG-CpG",2.45316999713632,"DIP2C","SLC25A13"
"cg09228833","cg18405140","CpG-CpG",2.45253009807334,"ZNF217","STK11"
"cg13676902","cg08826152","CpG-CpG",2.45198815356211,"ZMIZ1","ADORA2B"
"cg21078322","cg09228833","CpG-CpG",2.45099952533802,"SGK1","ZNF217"
"cg19961800","cg08370787","CpG-CpG",2.44904811658715,"SYT16","ADRB2"
"cg19389468","cg13036352","CpG-CpG",2.44820952665023,"HMG20A","KIAA1949"
"cg11946963","cg26681770","CpG-CpG",2.4479921625788,"NCAM1","PMEPA1"
"cg22688241","cg06059360","CpG-CpG",2.44732784147162,"KIAA0748","NKTR"
"cg20059012","cg13939297","CpG-CpG",2.44723022238079,"RARG","HCFC2"
"cg27383562","cg25037165","CpG-CpG",2.44691553435129,"TFB1M","TEAD1"
"cg06063519","cg19462022","CpG-CpG",2.44688691030658,"IGF1R","RASA3"
"cg00305774","cg21004104","CpG-CpG",2.44684543730875,"TMEM88B","DDI2"
"cg20981848","cg01602666","CpG-CpG",2.44632066738551,"BTBD3","TMTC2"
"cg00765686","cg02812487","CpG-CpG",2.44612242594007,"NHS","AACS"
"cg27107893","cg06059360","CpG-CpG",2.44589705152489,"NR3C1","NKTR"
"cg02632490","cg08826152","CpG-CpG",2.44531921538108,"MIR346","ADORA2B"
"cg09231673","cg18405140","CpG-CpG",2.44485587361863,"DEPDC7","STK11"
"cg05058069","cg07558734","CpG-CpG",2.44468593131074,"BANP","C15orf21"
"cg18180230","cg06111374","CpG-CpG",2.44462692593452,"SFRS2B","GRIN2B"
"cg26681770","cg01931994","CpG-CpG",2.44448162179286,"PMEPA1","FAM5B"
"cg09217215","cg20532937","CpG-CpG",2.44390596328634,"PAX6","FRMD4A"
"cg18180230","cg27107893","CpG-CpG",2.44379519144959,"SFRS2B","NR3C1"
"cg14656245","cg04155024","CpG-CpG",2.44358616048392,"MOG","PIGA"
"cg07172755","cg08597682","CpG-CpG",2.44294115632401,"MYST4","OPALIN"
"cg04209913","cg22549545","CpG-CpG",2.44168905125165,"GDNF","RPS6KA2"
"cg18712199","cg23978242","CpG-CpG",2.44128924173222,"C14orf23","DIP2C"
"cg04545636","cg25365990","CpG-CpG",2.44128337371471,"CUGBP2","LDB3"
"cg01904243","cg17425584","CpG-CpG",2.44121395025693,"C14orf43","CADM1"
"cg14794936","cg26607103","CpG-CpG",2.44080311425959,"LDB3","ANK3"
"cg07026882","cg21002223","CpG-CpG",2.44001065021281,"ATP11A","MFHAS1"
"cg23866687","cg12567635","CpG-CpG",2.43998468321613,"MAML2","SYNJ2"
"cg09224689","cg06728055","CpG-CpG",2.43818934460106,"PAX6","WWTR1"
"cg13221107","cg25527882","CpG-CpG",2.43687406939587,"KRT6B","TFEB"
"cg23978242","cg06728055","CpG-CpG",2.43669105452366,"DIP2C","WWTR1"
"cg00305774","cg09216670","CpG-CpG",2.43663158434697,"TMEM88B","PIP4K2A"
"cg09549949","cg18812058","CpG-CpG",2.43639547763196,"HDAC4","SAMD12"
"cg11464571","cg04105597","CpG-CpG",2.43622386599805,"GNAI1","ELK4"
"cg02067585","cg25916714","CpG-CpG",2.43568600972591,"ATP11A","MBP"
"cg24587400","cg08304084","CpG-CpG",2.43561713529771,"BIN1","SALL1"
"cg27111053","cg19027424","CpG-CpG",2.43526145485901,"CADPS","SH3PXD2B"
"cg03182620","cg06728055","CpG-CpG",2.4348199353187,"DIP2C","WWTR1"
"cg03437140","cg10087036","CpG-CpG",2.43456826666176,"KLHDC4","ITPRIPL2"
"cg11724557","cg09228833","CpG-CpG",2.43386463988652,"C14orf80","ZNF217"
"cg25282951","cg06783058","CpG-CpG",2.43298774928497,"KIAA1026","PYCRL"
"cg07645529","cg00595472","CpG-CpG",2.43278570282678,"TMTC4","DKFZP434K028"
"cg26681770","cg22234930","CpG-CpG",2.43182630647707,"PMEPA1","PKM2"
"cg07645529","cg22022671","CpG-CpG",2.4317806133001,"TMTC4","EDIL3"
"cg16897216","cg04209913","CpG-CpG",2.43108143486077,"HSD11B1","GDNF"
"cg27111053","cg15039797","CpG-CpG",2.43098913149368,"CADPS","HIPK2"
"cg25017994","cg07026882","CpG-CpG",2.43090141636794,"MOG","ATP11A"
"cg21049501","cg16897216","CpG-CpG",2.42869884422484,"SOX9","HSD11B1"
"cg05183646","cg07026882","CpG-CpG",2.42835420068042,"SGK1","ATP11A"
"cg20059012","cg02203420","CpG-CpG",2.42797350162194,"RARG","SLC24A2"
"cg09224689","cg10351284","CpG-CpG",2.42677191231416,"PAX6","MTSS1"
"cg20502039","cg07891862","CpG-CpG",2.42671418858544,"SLC25A13","PTK2"
"cg19381811","cg11740348","CpG-CpG",2.42664408550094,"UBA7","INPP5A"
"cg14971439","cg04209913","CpG-CpG",2.42656896376376,"SNX24","GDNF"
"cg19758859","cg04545636","CpG-CpG",2.42647752370076,"SASH1","CUGBP2"
"cg23978242","cg09559196","CpG-CpG",2.42645087462389,"DIP2C","TIGD6"
"cg27383562","cg20981848","CpG-CpG",2.42577100377429,"TFB1M","BTBD3"
"cg14009912","cg10749994","CpG-CpG",2.42574752440288,"SHC3","DNMT3A"
"cg21049501","cg06059360","CpG-CpG",2.42502927783947,"SOX9","NKTR"
"cg13221107","cg07891862","CpG-CpG",2.4245499500227,"KRT6B","PTK2"
"cg14294859","cg12546981","CpG-CpG",2.42448660790518,"SLC25A25","TAAR6"
"cg16897216","cg13036352","CpG-CpG",2.4242460927953,"HSD11B1","KIAA1949"
"cg14794936","cg15668468","CpG-CpG",2.42423950226812,"LDB3","VAX1"
"cg02011981","cg23866687","CpG-CpG",2.42388254366226,"CTTN","MAML2"
"cg06111374","cg12813797","CpG-CpG",2.42279844777825,"GRIN2B","TAAR6"
"cg00999904","cg25916714","CpG-CpG",2.42277638613005,"ALLC","MBP"
"cg06754557","cg13794318","CpG-CpG",2.42208147801644,"STK39","FAM108B1"
"cg07645529","cg20477160","CpG-CpG",2.42159539588027,"TMTC4","SH3BP4"
"cg14105458","cg06783058","CpG-CpG",2.42073833696023,"ABCA2","PYCRL"
"cg07660750","cg08543244","CpG-CpG",2.42026854592229,"PAX6","C7orf31"
"cg02969422","cg13221107","CpG-CpG",2.41944191957436,"KIAA1244","KRT6B"
"cg19758859","cg03182620","CpG-CpG",2.41854356991372,"SASH1","DIP2C"
"cg00701918","cg04468081","CpG-CpG",2.41851157731796,"RPTOR","MCF2L2"
"cg16937168","cg10900313","CpG-CpG",2.41835496876746,"SNED1","SH3D19"
"cg11740348","cg06728055","CpG-CpG",2.41805242348665,"INPP5A","WWTR1"
"cg06063519","cg08110693","CpG-CpG",2.4178820304469,"IGF1R","PXT1"
"cg11601375","cg00397274","CpG-CpG",2.41762890188514,"KRT6B","HDAC4"
"cg23866687","cg06848487","CpG-CpG",2.41746074381553,"MAML2","ABLIM1"
"cg19389468","cg00397274","CpG-CpG",2.41739302739721,"HMG20A","HDAC4"
"cg25037165","cg08110693","CpG-CpG",2.41682220261525,"TEAD1","PXT1"
"cg07108579","cg21002223","CpG-CpG",2.41656743369577,"SATB1","MFHAS1"
"cg12546981","cg25282951","CpG-CpG",2.41521232507876,"TAAR6","KIAA1026"
"cg21114429","cg03940437","CpG-CpG",2.41511228840602,"C14orf138","CCDC21"
"cg12546981","cg24631609","CpG-CpG",2.4143876427126,"TAAR6","NCOR2"
"cg26344024","cg27107893","CpG-CpG",2.41433671533097,"FOXP1","NR3C1"
"cg12308391","cg04838832","CpG-CpG",2.41431144324387,"NCAM1","ADAMTS14"
