"Source","Target","Type","Weight"
"cg11347328","cg14455142","CpG-CpG",2.18205590561559
"cg03380349","cg03243118","CpG-CpG",2.18202205214049
"cg05339633","cg14639704","CpG-CpG",2.18199674617307
"cg06094386","cg06850464","CpG-CpG",2.1819270163932
"cg10251744","cg07891862","CpG-CpG",2.18184679531689
"cg10378325","cg17138624","CpG-CpG",2.18179230258143
"cg18259348","cg17083583","CpG-CpG",2.18177325558886
"cg00892463","cg03887721","CpG-CpG",2.18175721310286
"cg11261283","cg17012665","CpG-CpG",2.18174809587686
"cg27107893","cg12966202","CpG-CpG",2.18173032462207
"cg23600624","cg20532937","CpG-CpG",2.18170136912333
"cg19381811","cg15176543","CpG-CpG",2.18141379404481
"cg12308391","cg03102767","CpG-CpG",2.18140350002192
"cg17586156","cg13712627","CpG-CpG",2.18132994126631
"cg04545636","cg20477160","CpG-CpG",2.18131411343012
"cg06111374","cg12968939","CpG-CpG",2.18128403429104
"cg12821663","cg24803059","CpG-CpG",2.18125266694772
"cg26132715","cg07564444","CpG-CpG",2.18120535406327
"cg11963452","cg00269140","CpG-CpG",2.18111054771089
"cg25636439","cg22821358","CpG-CpG",2.18109129628532
"cg16628188","cg21963178","CpG-CpG",2.18104635454823
"cg17257916","cg04155024","CpG-CpG",2.18102205761775
"cg20059012","cg01204128","CpG-CpG",2.1809769960908
"cg23925455","cg03243118","CpG-CpG",2.18094238016207
"cg12900732","cg10838368","CpG-CpG",2.18087317691599
"cg13820726","cg22549545","CpG-CpG",2.18084748083268
"cg16600370","cg16937168","CpG-CpG",2.1808359678088
"cg12813797","cg05456909","CpG-CpG",2.18081425293142
"cg03380349","cg22210652","CpG-CpG",2.18081241765484
"cg00054948","cg23925455","CpG-CpG",2.18078076468512
"cg07108579","cg23342766","CpG-CpG",2.18073523806874
"cg04007892","cg01204128","CpG-CpG",2.18068175711831
"cg20828032","cg08304084","CpG-CpG",2.18057315076295
"cg27383562","cg11601375","CpG-CpG",2.18047292653434
"ch.13.100269732F","cg22951653","CpG-CpG",2.18042341657387
"cg03805182","cg04155024","CpG-CpG",2.18041925156787
"cg15337956","cg21902966","CpG-CpG",2.18034601770463
"cg25075901","cg06845354","CpG-CpG",2.18033571738453
"cg17718545","cg11397668","CpG-CpG",2.18030793554795
"cg09026137","cg01314530","CpG-CpG",2.18029541677969
"cg00950947","cg17101530","CpG-CpG",2.18027520429125
"cg14087715","cg04979639","CpG-CpG",2.18025468101716
"cg13226095","cg18961064","CpG-CpG",2.18021347046641
"cg20876525","cg12186771","CpG-CpG",2.18018417024364
"cg09309214","cg18959616","CpG-CpG",2.18016492455766
"ch.13.100269732F","cg01314530","CpG-CpG",2.18002476873793
"cg13411923","cg26132715","CpG-CpG",2.17998267277208
"cg04426802","cg07811246","CpG-CpG",2.17992159503824
"cg10581898","cg19961800","CpG-CpG",2.17991057182591
"cg01724607","cg06522790","CpG-CpG",2.17990719590332
"cg18959616","cg04112878","CpG-CpG",2.1798161568703
"cg27316754","cg22476027","CpG-CpG",2.17972599777843
"cg16286874","cg03102767","CpG-CpG",2.17964514421003
"cg00335361","cg00246969","CpG-CpG",2.17952204623697
"cg11397668","cg22521320","CpG-CpG",2.17948153355175
"cg23757136","cg05456909","CpG-CpG",2.17938533838217
"cg05556923","cg19731884","CpG-CpG",2.1793789097054
"cg20637405","cg11957516","CpG-CpG",2.17925863552915
"cg17098603","cg14639704","CpG-CpG",2.17922897078408
"cg03102767","cg08054265","CpG-CpG",2.17922203100226
"cg19389468","cg09621610","CpG-CpG",2.17920989237994
"cg13802844","cg03336208","CpG-CpG",2.1791524248285
"cg19309928","cg05556923","CpG-CpG",2.17895662419388
"cg16313485","cg06575249","CpG-CpG",2.17889426708892
"cg05556923","cg13148429","CpG-CpG",2.17883999876459
"cg15032048","cg13277939","CpG-CpG",2.17883026435565
"cg03336208","cg02140384","CpG-CpG",2.17879852821204
"cg02067585","cg03281788","CpG-CpG",2.17876136082219
"cg22093563","cg08035994","CpG-CpG",2.17870583459569
"cg00132888","cg03940437","CpG-CpG",2.17867129625822
"cg14956104","cg12480674","CpG-CpG",2.17866442839759
"cg15773893","cg10900313","CpG-CpG",2.17857425036382
"cg09549949","cg23098214","CpG-CpG",2.1785329738517
"cg11458533","cg06783058","CpG-CpG",2.17851581744216
"cg23108188","cg00892463","CpG-CpG",2.17840826542432
"cg07427584","cg10838368","CpG-CpG",2.17840672791787
"cg13011311","cg07195211","CpG-CpG",2.17833549061559
"cg24567464","cg17257916","CpG-CpG",2.1782951810306
"cg09549949","cg13820726","CpG-CpG",2.1782626759312
"cg03396323","cg01204128","CpG-CpG",2.17818361339598
"cg22210209","cg17407259","CpG-CpG",2.17811019208545
"cg27287823","cg01271485","CpG-CpG",2.17809475297057
"cg17414560","cg03472898","CpG-CpG",2.17808474002454
"cg21049501","cg15809542","CpG-CpG",2.17804429422034
"cg06111374","cg06543730","CpG-CpG",2.17799869705402
"cg25282951","cg18087761","CpG-CpG",2.17794180247052
"cg03102767","cg03336208","CpG-CpG",2.17785718027674
"cg05931898","cg25563772","CpG-CpG",2.17776059553704
"cg08826152","cg12407703","CpG-CpG",2.17774281368559
"cg11289406","cg04209913","CpG-CpG",2.17767029054588
"cg08848887","cg12505757","CpG-CpG",2.17765769945809
"cg22093563","cg18961064","CpG-CpG",2.17760760014471
"cg09309214","cg14105458","CpG-CpG",2.17760389299539
"cg11946963","cg07891862","CpG-CpG",2.17756983275136
"cg11601375","cg14639704","CpG-CpG",2.17755631549544
"cg02362017","cg13802844","CpG-CpG",2.17750418192837
"cg20988291","cg03239523","CpG-CpG",2.17748368991247
"cg04979639","cg04833598","CpG-CpG",2.17746399999885
"cg11594887","cg07743530","CpG-CpG",2.17745416306127
"cg20452141","cg11601375","CpG-CpG",2.17739928232175
"cg14918582","cg10838368","CpG-CpG",2.17724597653811
"cg08597682","cg15298019","CpG-CpG",2.17722206032667
"cg07637515","cg17425584","CpG-CpG",2.17721558196359
"cg01897902","cg00100538","CpG-CpG",2.17716359250986
"cg23090824","cg09228833","CpG-CpG",2.17711671197408
"cg11724557","cg21149266","CpG-CpG",2.17709042407995
"cg18180230","cg16513334","CpG-CpG",2.17705718230157
"cg09559196","cg06203243","CpG-CpG",2.17699815646394
"cg11772665","cg26116551","CpG-CpG",2.17691185701181
"cg12505757","cg21004104","CpG-CpG",2.17675831284833
"cg09026137","cg00117796","CpG-CpG",2.17674072999001
"cg03102767","cg17421626","CpG-CpG",2.17668229097678
"cg20785674","cg20532937","CpG-CpG",2.1765870465606
"cg24088496","cg20532937","CpG-CpG",2.17657936611909
"cg06080121","cg10749994","CpG-CpG",2.17657605123568
"cg16447142","cg02140384","CpG-CpG",2.17653724015064
"cg11397668","cg25193114","CpG-CpG",2.17651711413219
"cg12511929","cg18812058","CpG-CpG",2.17648556464178
"cg02609271","cg07108913","CpG-CpG",2.17641107960925
"cg09542579","cg10804254","CpG-CpG",2.17634005561179
"cg01904243","cg19563670","CpG-CpG",2.17633756865084
"cg19309928","cg00661810","CpG-CpG",2.17633628113564
"cg10749924","cg18825531","CpG-CpG",2.17629239215756
"cg04500577","cg13165840","CpG-CpG",2.17627564098601
"cg18180230","cg07235562","CpG-CpG",2.17618318872954
"cg19758859","cg05099464","CpG-CpG",2.1761742847117
"ch.13.100269732F","cg21514880","CpG-CpG",2.17608015790056
"cg00701918","cg19731884","CpG-CpG",2.1760524046278
"cg07637515","cg22609908","CpG-CpG",2.17600148947352
"cg19758859","cg10923428","CpG-CpG",2.17589758100896
"cg11397668","cg10660848","CpG-CpG",2.17576775172251
"cg04468081","cg21861532","CpG-CpG",2.1755450002434
"cg11946963","cg24487935","CpG-CpG",2.17552218166544
"cg02601475","cg24456616","CpG-CpG",2.17545157764471
"cg12186771","cg13356058","CpG-CpG",2.17540600060469
"cg24587400","cg19961800","CpG-CpG",2.1753393102302
"cg00701918","cg10387912","CpG-CpG",2.17533276618116
"cg12511848","cg04545636","CpG-CpG",2.17517074509093
"cg26344024","cg08304084","CpG-CpG",2.1751517018726
"cg22502450","cg04647098","CpG-CpG",2.17514167061652
"cg03857931","cg13226095","CpG-CpG",2.17507210052628
"cg16819392","cg14455142","CpG-CpG",2.17506978844414
"cg26032513","cg08370787","CpG-CpG",2.17499355903252
"cg24656269","cg27530799","CpG-CpG",2.17494391718101
"cg16594663","cg20532937","CpG-CpG",2.17493975104979
"cg27591078","cg11957516","CpG-CpG",2.17481445121152
"cg06059360","cg06702726","CpG-CpG",2.17472076276421
"cg02601475","cg13226095","CpG-CpG",2.17465376135796
"cg05931898","cg22239317","CpG-CpG",2.17460307437892
"cg03621841","cg12546981","CpG-CpG",2.17459918646441
"cg12186771","cg24402983","CpG-CpG",2.17459535982714
"cg17402907","cg08826152","CpG-CpG",2.1745947437268
"cg04500577","cg13277939","CpG-CpG",2.17456634436645
"cg20587625","cg22597914","CpG-CpG",2.17454105688527
"cg22193385","cg04250878","CpG-CpG",2.17440931061597
"cg07508413","cg06294954","CpG-CpG",2.17436762821861
"cg07235562","cg13633871","CpG-CpG",2.17434644089019
"cg10351284","cg15032048","CpG-CpG",2.17434484616686
"cg06575249","cg20502039","CpG-CpG",2.17429472028001
"cg08745506","cg06783058","CpG-CpG",2.17429359565487
"cg06063519","cg11330512","CpG-CpG",2.174231745847
"cg18158855","cg23090824","CpG-CpG",2.17421855424598
"cg04365878","cg00081417","CpG-CpG",2.17418424281877
"cg02969422","cg23201812","CpG-CpG",2.17416007337846
"cg14383965","cg22521320","CpG-CpG",2.17413672725082
"cg20377881","cg13633871","CpG-CpG",2.17407677201224
"cg17775180","cg01649713","CpG-CpG",2.17406248179103
"cg04569108","cg01400411","CpG-CpG",2.17401285760833
"cg11261283","cg26681770","CpG-CpG",2.17397447133641
"cg25841625","cg14639704","CpG-CpG",2.17391863900832
"cg20059012","cg15872478","CpG-CpG",2.17386896515943
"cg18579796","cg25075901","CpG-CpG",2.17383227368092
"cg07933234","cg05069950","CpG-CpG",2.17371339738882
"cg23866687","cg08511957","CpG-CpG",2.17363105628064
"cg21902966","cg17936925","CpG-CpG",2.17362819754511
"cg09542579","cg00397274","CpG-CpG",2.17355934465119
"cg18259348","cg09404321","CpG-CpG",2.17355617931268
"cg16142112","cg25636439","CpG-CpG",2.17353875151463
"cg16937168","cg17407259","CpG-CpG",2.17347004703259
"cg21049501","cg10546270","CpG-CpG",2.17343211400159
"cg26295272","cg11106946","CpG-CpG",2.17342676143433
"cg14556646","cg09647122","CpG-CpG",2.17339225582082
"cg03024979","cg23593910","CpG-CpG",2.1733505248397
"cg10729426","cg26120247","CpG-CpG",2.17334032943828
"cg10387912","cg13676902","CpG-CpG",2.17331862513239
"cg20059012","cg17775180","CpG-CpG",2.17312000730991
"cg11464571","cg26855337","CpG-CpG",2.17311612319541
"cg26875515","cg11601375","CpG-CpG",2.17301091558998
"cg26414032","cg17722012","CpG-CpG",2.17291854519792
"cg09217215","cg14455142","CpG-CpG",2.17290479979461
"cg13633871","cg10677018","CpG-CpG",2.17280822123609
"cg00305774","cg27136869","CpG-CpG",2.17269787619114
"cg07645529","cg26855337","CpG-CpG",2.17262823685768
"cg15032048","cg10087036","CpG-CpG",2.17259843623945
"cg14335536","cg17425584","CpG-CpG",2.17256037558759
"cg14105458","cg15987788","CpG-CpG",2.1723729248237
"cg16090991","cg03281788","CpG-CpG",2.17227368098186
"cg09309214","cg08304084","CpG-CpG",2.17226023266775
"cg17339923","cg00493363","CpG-CpG",2.17209042867115
"cg10749994","cg27316754","CpG-CpG",2.17204817393291
"cg05627821","cg15668468","CpG-CpG",2.17201973384148
"cg04545636","cg22609908","CpG-CpG",2.17193944718658
"cg07508413","cg12813797","CpG-CpG",2.17191573406844
"cg21114429","cg21343436","CpG-CpG",2.17181368281731
"cg25732907","cg05556923","CpG-CpG",2.17175812559486
"cg21049501","cg27472156","CpG-CpG",2.17167532525884
"cg14639704","cg06200397","CpG-CpG",2.17164292176308
"cg24656269","cg21004104","CpG-CpG",2.17160369396295
"cg03621841","cg11257935","CpG-CpG",2.1715736876455
"cg24656269","cg12186771","CpG-CpG",2.17133554951638
"cg20637405","cg15773893","CpG-CpG",2.171324709324
"cg15032048","cg24737815","CpG-CpG",2.17116493934406
"cg16819392","cg14888864","CpG-CpG",2.17115352035111
"cg00123762","cg14639704","CpG-CpG",2.17099950814592
"cg05374809","cg10403753","CpG-CpG",2.17098377312331
"cg01499479","cg23233468","CpG-CpG",2.17097940821539
"cg11464571","cg21416069","CpG-CpG",2.17096695598389
"cg05058069","cg21114429","CpG-CpG",2.17088791454363
"cg21951877","cg20477160","CpG-CpG",2.17079124199625
"cg17414560","cg24737815","CpG-CpG",2.17077606121903
"cg20311092","cg15938795","CpG-CpG",2.1706704492639
"cg06063519","cg04112878","CpG-CpG",2.17046134444731
"cg11397668","cg08511957","CpG-CpG",2.17042599667228
"cg09231673","cg27136869","CpG-CpG",2.17038601408985
"cg15176543","cg14115178","CpG-CpG",2.17018501054111
"cg09216670","cg03070236","CpG-CpG",2.17017558876616
"cg04569108","cg23587257","CpG-CpG",2.17010271102703
"cg05556923","cg22502450","CpG-CpG",2.17008476341249
"cg11289406","cg21343436","CpG-CpG",2.1700810503743
"cg19389468","cg04623987","CpG-CpG",2.17007082255902
"cg20981848","cg03317172","CpG-CpG",2.17004956482179
"cg02549466","cg06091171","CpG-CpG",2.17002073987844
"cg26124780","cg17257916","CpG-CpG",2.17000543985994
"cg19731884","cg18087761","CpG-CpG",2.16996204646362
"cg25365990","cg21343436","CpG-CpG",2.16996030197393
"cg04426802","cg17989259","CpG-CpG",2.16985155748626
"cg10546270","cg02632490","CpG-CpG",2.16984546959002
"cg05478517","cg18812058","CpG-CpG",2.16976902150493
"cg23098214","cg25916714","CpG-CpG",2.16971845863015
"cg22022671","cg18961064","CpG-CpG",2.16969372074365
"cg24487935","cg09856860","CpG-CpG",2.16957787920508
"cg27302645","cg09228833","CpG-CpG",2.1695489718748
"cg21669226","cg26124780","CpG-CpG",2.1694877626814
"cg00999904","cg19369070","CpG-CpG",2.16944750151052
"cg22163330","cg04112878","CpG-CpG",2.16929631002395
"cg14853432","cg18158855","CpG-CpG",2.16929118143181
"cg09549949","cg10721278","CpG-CpG",2.16928713099338
"cg22022671","cg14501977","CpG-CpG",2.1691406811844
"cg00117796","cg20106867","CpG-CpG",2.16912432056285
"cg12384562","cg17138624","CpG-CpG",2.16911348314475
"cg01425836","cg02609271","CpG-CpG",2.1690884591973
"cg11261283","cg12505757","CpG-CpG",2.16905515136827
"cg13940104","cg06059360","CpG-CpG",2.16904912458512
"cg19731884","cg23190164","CpG-CpG",2.16904773264011
"cg18180230","cg17407259","CpG-CpG",2.16904041706449
"cg14259255","cg24803059","CpG-CpG",2.16890533618144
"cg24656269","cg16929139","CpG-CpG",2.16881721551929
"cg23201812","cg06728055","CpG-CpG",2.16880982834626
"cg20532937","cg21588347","CpG-CpG",2.16861381227297
"cg07508413","cg22597914","CpG-CpG",2.16861198277072
"cg02601475","cg03805182","CpG-CpG",2.16860947602547
"cg07249433","cg25563772","CpG-CpG",2.16855126299577
"cg24487935","cg15466854","CpG-CpG",2.16851641456275
"cg14853432","cg05556923","CpG-CpG",2.16835615875346
"cg04468621","cg08054265","CpG-CpG",2.16831079202843
"cg20517846","cg08054265","CpG-CpG",2.16826178546447
"cg23342766","cg10378325","CpG-CpG",2.16824860542438
"cg07427584","cg06728055","CpG-CpG",2.1681145929323
"cg16341987","cg22210652","CpG-CpG",2.16803153914661
"cg02905206","cg04155024","CpG-CpG",2.16802112368929
"cg24079601","cg04155024","CpG-CpG",2.16797398616169
"cg10749924","cg21400549","CpG-CpG",2.16793941533639
"cg00305774","cg00110666","CpG-CpG",2.1678704825583
"cg16286874","cg06287775","CpG-CpG",2.16775302137476
"cg06287775","cg13841248","CpG-CpG",2.16773865766932
"cg23625728","cg17425584","CpG-CpG",2.16773391267989
"cg14335536","cg22741248","CpG-CpG",2.16771213390103
"cg05339633","cg10403753","CpG-CpG",2.16760483170179
"cg27136869","cg23625728","CpG-CpG",2.1675935258271
"cg01400411","cg04295664","CpG-CpG",2.16756986601639
"cg21002223","cg19462022","CpG-CpG",2.16746272964087
"cg01931994","cg12435059","CpG-CpG",2.16745839143765
"cg09528666","cg06223834","CpG-CpG",2.1674459249022
"cg08304084","cg05664352","CpG-CpG",2.16743185381025
"cg20820874","cg02140384","CpG-CpG",2.16741902412775
"cg04530445","cg16594663","CpG-CpG",2.16741407234016
"cg20059012","cg17258460","CpG-CpG",2.16739639567532
"cg25037165","cg05245416","CpG-CpG",2.1673746695577
"cg23978242","cg11601375","CpG-CpG",2.16735961379371
"cg04007892","cg00637826","CpG-CpG",2.16734691916589
"cg06223834","cg27111053","CpG-CpG",2.1672948242745
"cg03380349","cg19027424","CpG-CpG",2.16726158922095
"cg10546270","cg24260019","CpG-CpG",2.16721155031542
"cg14087715","cg16744803","CpG-CpG",2.16708246981133
"cg02067585","cg08363235","CpG-CpG",2.16693909934161
"cg00999904","cg05456909","CpG-CpG",2.16686694645614
"cg26124780","cg27316754","CpG-CpG",2.16686084676012
"cg00999904","cg27155252","CpG-CpG",2.16685724678861
"cg18579796","cg03426600","CpG-CpG",2.16685650512359
"cg18579796","cg26124780","CpG-CpG",2.16683959331896
"cg00701918","cg20477160","CpG-CpG",2.16678270148234
"cg20377881","cg02140384","CpG-CpG",2.16662979886064
"cg05478517","cg14848333","CpG-CpG",2.16654785044193
"cg09231673","cg02601475","CpG-CpG",2.16649594049917
"cg05478517","cg04170325","CpG-CpG",2.1664951744307
"cg07830160","cg04007892","CpG-CpG",2.16648307712278
"cg02609271","cg20355539","CpG-CpG",2.16644431234074
"cg13802844","cg17205181","CpG-CpG",2.16639731469861
"cg23757136","cg15472194","CpG-CpG",2.16637722874934
"cg19309928","cg25006077","CpG-CpG",2.16630642077877
"cg12605168","cg11601375","CpG-CpG",2.16615302281575
"cg06094386","cg03492850","CpG-CpG",2.16613413477197
"cg03492850","cg12760533","CpG-CpG",2.1660903922987
"cg08511957","cg22950111","CpG-CpG",2.16608799986541
"cg03492850","cg23335202","CpG-CpG",2.16606077036216
"ch.13.100269732F","cg14680054","CpG-CpG",2.16604167310762
"cg26295272","cg07968499","CpG-CpG",2.16601046173333
"cg10623600","cg03024979","CpG-CpG",2.16600405636375
"cg23866687","cg22434421","CpG-CpG",2.16579212695217
"cg05183646","cg04426802","CpG-CpG",2.16577895908598
"cg17722012","cg17936925","CpG-CpG",2.16572817110339
"cg14105458","cg17339923","CpG-CpG",2.16568048037761
"cg19309928","cg22371961","CpG-CpG",2.16551203207721
"cg13939297","cg15292058","CpG-CpG",2.16546149033958
"cg20876525","cg17407259","CpG-CpG",2.16545227355238
"cg03047383","cg23978242","CpG-CpG",2.16541743300191
"cg23099587","cg00520057","CpG-CpG",2.16541488742911
"cg08304084","cg03239523","CpG-CpG",2.16540960830692
"cg05058069","cg18087761","CpG-CpG",2.1654004977652
"cg09266516","cg21472050","CpG-CpG",2.16534671718975
"cg04384554","cg11523221","CpG-CpG",2.16526276922019
"cg21049501","cg04128378","CpG-CpG",2.16524358939719
"cg09026137","cg04623987","CpG-CpG",2.1652255257173
"cg06601071","cg16602871","CpG-CpG",2.16519869499786
"cg03028721","cg03239523","CpG-CpG",2.16517140855151
"cg27591078","cg07891862","CpG-CpG",2.16516557014536
"cg02357623","cg14035730","CpG-CpG",2.16513891151547
"cg17402907","cg01314530","CpG-CpG",2.16511741548901
"cg08511957","cg08054265","CpG-CpG",2.16507251581988
"cg19690879","cg22597914","CpG-CpG",2.16506848995481
"cg02067585","cg19381811","CpG-CpG",2.16484129498313
"cg02609271","cg11740348","CpG-CpG",2.16467231886944
"cg04007892","cg17257916","CpG-CpG",2.16466243086314
"cg00081417","cg27111053","CpG-CpG",2.16463160299415
"cg00165429","cg08511957","CpG-CpG",2.16456825099894
"cg20517846","cg20502039","CpG-CpG",2.16444116975684
"cg24656269","cg15298019","CpG-CpG",2.16444100412094
"cg06094386","cg25563772","CpG-CpG",2.16428564542754
"cg09286373","cg12384562","CpG-CpG",2.16420710434797
"cg13802844","cg03887721","CpG-CpG",2.16415066095918
"cg17883866","cg20477160","CpG-CpG",2.16397472317592
"cg16703220","cg07891862","CpG-CpG",2.16394584923324
"cg19481954","cg20532937","CpG-CpG",2.16384726347074
"cg18395354","cg20215480","CpG-CpG",2.16381149564058
"cg20876525","cg21583016","CpG-CpG",2.1638093887943
"cg14946144","cg14289852","CpG-CpG",2.16375885971196
"cg26366091","cg16001422","CpG-CpG",2.16370284121963
"cg01306069","cg06063519","CpG-CpG",2.16360673449582
"cg23342766","cg17722012","CpG-CpG",2.16358353504467
"cg03097275","cg16349093","CpG-CpG",2.16351165020749
"cg02812487","cg22210652","CpG-CpG",2.16350073299604
"cg26132715","cg20502039","CpG-CpG",2.16335282452791
"cg10581898","cg18006647","CpG-CpG",2.1633327074449
"cg08078431","cg07968499","CpG-CpG",2.16327291640585
"cg18961064","cg22951653","CpG-CpG",2.16324185794714
"cg10623600","cg25841625","CpG-CpG",2.16311087793659
"cg18087761","cg27155252","CpG-CpG",2.1630912932726
"cg04020590","cg22549545","CpG-CpG",2.16307148011652
"cg18712199","cg09228833","CpG-CpG",2.1630098345513
"cg02632490","cg06063519","CpG-CpG",2.16295422592669
"cg25636439","cg15938795","CpG-CpG",2.162895316321
"cg09228833","cg08139688","CpG-CpG",2.16283931482859
"cg02011981","cg10102585","CpG-CpG",2.16278167044639
"cg18644052","cg02357623","CpG-CpG",2.16278112692634
"cg12163314","cg17936925","CpG-CpG",2.16269906245265
"cg21825196","cg06850464","CpG-CpG",2.16260850127517
"cg11827910","cg15032048","CpG-CpG",2.16255717625936
"cg21288507","cg00637826","CpG-CpG",2.16252943453096
"cg07660750","cg04833598","CpG-CpG",2.16246674985499
"cg18259348","cg06294954","CpG-CpG",2.16240125838635
"cg00081417","cg00086869","CpG-CpG",2.1623978945497
"cg12511848","cg22549545","CpG-CpG",2.16237677158167
"cg02660161","cg15176543","CpG-CpG",2.16236431252337
"cg10838368","cg23600624","CpG-CpG",2.16220839285331
"cg13036352","cg12435059","CpG-CpG",2.16217532269179
"cg10119989","cg06063519","CpG-CpG",2.16210064629143
"cg12620935","cg21472050","CpG-CpG",2.16206715186618
"cg27642159","cg23233468","CpG-CpG",2.16205146985446
"cg26681770","cg15773893","CpG-CpG",2.16200678527754
"cg10851648","cg02660271","CpG-CpG",2.16198872161933
"cg04426802","cg06543730","CpG-CpG",2.16194042831232
"cg18259348","cg22521320","CpG-CpG",2.16188150468258
"cg10729426","cg25768273","CpG-CpG",2.16186998581339
"cg04426802","cg20820874","CpG-CpG",2.16179451606375
"cg17425584","cg06203243","CpG-CpG",2.16163030416693
"cg21951877","cg00595472","CpG-CpG",2.16161984751775
"cg07508413","cg15455536","CpG-CpG",2.16154012960742
"cg20502039","cg08139688","CpG-CpG",2.16150590637509
"cg23978242","cg04641694","CpG-CpG",2.16143842451474
"cg24656269","cg09549949","CpG-CpG",2.16143696534134
"cg08035994","cg02660271","CpG-CpG",2.16137884387709
"cg01091831","cg23233468","CpG-CpG",2.16136399087932
"cg05478517","cg14680054","CpG-CpG",2.16134066542656
"cg01704854","cg16001422","CpG-CpG",2.16128137093461
"cg13011311","cg04849985","CpG-CpG",2.16127967253812
"cg00110666","cg10351284","CpG-CpG",2.16117613632473
"cg20981848","cg10403753","CpG-CpG",2.161153895466
"cg10876863","cg12480674","CpG-CpG",2.16113365578082
"cg13148429","cg20532937","CpG-CpG",2.161091296571
"cg18442992","cg19563670","CpG-CpG",2.16107127668878
"cg00765686","cg02238794","CpG-CpG",2.16106397251014
"cg26607103","cg04112878","CpG-CpG",2.16102604958873
"cg13226095","cg11106946","CpG-CpG",2.16096289576751
"cg18644052","cg22093563","CpG-CpG",2.16089683100238
"cg27198899","cg08304084","CpG-CpG",2.16086499918718
"cg09549949","cg23459483","CpG-CpG",2.16068917161363
"cg05443459","cg06522790","CpG-CpG",2.16053370613902
"cg13820726","cg11918049","CpG-CpG",2.16050095056449
"cg18180230","cg20532937","CpG-CpG",2.16047723751259
"cg14105458","cg23108188","CpG-CpG",2.16040949740106
"cg02011981","cg26244646","CpG-CpG",2.16031180018943
"cg01897902","cg26132715","CpG-CpG",2.16029238392996
"cg16594663","cg18959616","CpG-CpG",2.16028239021006
"cg11231740","cg03070236","CpG-CpG",2.16017255306433
"cg12813797","cg22549545","CpG-CpG",2.16013534513828
"cg14133257","cg20988291","CpG-CpG",2.16002467121844
"cg15224291","cg00520057","CpG-CpG",2.16001396720005
"cg04102296","cg04844084","CpG-CpG",2.15999256056087
"cg11957516","cg20355539","CpG-CpG",2.15995642360671
"cg27136869","cg14035730","CpG-CpG",2.15991101733844
"cg27287823","cg13036352","CpG-CpG",2.15975357821866
"cg20876525","cg06457473","CpG-CpG",2.15970567423848
"cg17414560","cg24163263","CpG-CpG",2.15969168396443
"cg04545636","cg23233468","CpG-CpG",2.15942584772372
"cg17531430","cg03070236","CpG-CpG",2.15941013165527
"cg10581898","cg11397668","CpG-CpG",2.15929752814473
"cg04180419","cg03070236","CpG-CpG",2.15929460473561
"cg01799761","cg14501977","CpG-CpG",2.15929126448156
"cg15032048","cg18077652","CpG-CpG",2.15928791303066
"cg09591867","cg07968499","CpG-CpG",2.15923528670195
"cg18077652","cg07235562","CpG-CpG",2.1591993089933
"cg10729426","cg27204685","CpG-CpG",2.15916934064015
"cg14956104","cg06203243","CpG-CpG",2.15911471524502
"cg14501977","cg17936925","CpG-CpG",2.15907676380913
"cg20876525","cg06848487","CpG-CpG",2.15902151480607
"cg18405140","cg05456909","CpG-CpG",2.15899127210595
"cg05183646","cg05099464","CpG-CpG",2.1589715041146
"cg24993990","cg24824686","CpG-CpG",2.15890064379055
"cg22239317","cg06171011","CpG-CpG",2.15889563331244
"cg10581898","cg09858955","CpG-CpG",2.15888712487783
"cg26696870","cg15968539","CpG-CpG",2.15885473500378
"cg06287775","cg03973516","CpG-CpG",2.158831382717
"cg00765686","cg15874425","CpG-CpG",2.15882047772741
"cg04838832","cg26986871","CpG-CpG",2.15879672190298
"cg27383562","cg10645314","CpG-CpG",2.158721785786
"cg10581898","cg14133257","CpG-CpG",2.15872031147904
"cg11464571","cg19707004","CpG-CpG",2.15869143306081
"cg09542579","cg09858955","CpG-CpG",2.15856131445706
"cg11261283","cg04947284","CpG-CpG",2.1585553653229
"cg13333913","cg23342766","CpG-CpG",2.1584561496631
"cg03857931","cg18698628","CpG-CpG",2.15845517928909
"cg17797848","cg00637826","CpG-CpG",2.15840894408026
"cg04102296","cg14060176","CpG-CpG",2.1583887185444
"cg16937168","cg26116551","CpG-CpG",2.15835337693469
"cg07026882","cg06091171","CpG-CpG",2.15834970327598
"cg14105458","cg26295272","CpG-CpG",2.15825019291406
"cg10876863","cg06074498","CpG-CpG",2.15817333570193
"cg02362017","cg04802986","CpG-CpG",2.1581331541264
"cg18579796","cg22950111","CpG-CpG",2.15811213638375
"cg27591078","cg15668468","CpG-CpG",2.1580547031507
"cg21049501","cg26366091","CpG-CpG",2.1580092245428
"cg02357623","cg11261283","CpG-CpG",2.15799234155896
"cg22291940","cg17257916","CpG-CpG",2.15798391997872
"cg22708630","cg22549545","CpG-CpG",2.15793789770452
"cg20828032","cg03070236","CpG-CpG",2.15793710590495
"cg11963452","cg18259348","CpG-CpG",2.15790199555165
"cg00165429","cg07001857","CpG-CpG",2.15785878301024
"cg09313442","cg13676902","CpG-CpG",2.15785853880383
"cg13802844","cg26124780","CpG-CpG",2.15777971615793
"cg07115148","cg10851648","CpG-CpG",2.15770013057989
"cg17775180","cg10838368","CpG-CpG",2.15764799525927
